rn,B6_x_cast_1xE3_5_bla_1,B6_x_cast_1xE3_5_bla_2,B6_x_cast_1xE3_5_bla_3,cast_x_B6_1xE3_5_bla_1,cast_x_B6_1xE3_5_bla_2,cast_x_B6_1xE3_5_bla_3,cast_x_B6_1xE3_5_bla_5,cast_x_B6_1xE3_5_bla_7
Vrk1,1441,1155,1324,940,1581,1726,1586,1229
Bcl11b,55,11,8,0,3,1,17,0
Setd3,936,457,670,543,623,445,536,349
Ccnk,802,587,619,974,403,394,443,299
Ccdc85c,515,642,193,459,240,604,333,159
Hhipl1,0,0,0,0,3,0,1,0
Cyp46a1,0,0,0,14,15,3,0,8
Eml1,23,1,12,32,37,36,70,35
Gm16596,0,1,0,0,10,0,5,0
Evl,45,56,45,84,68,28,44,40
Degs2,41,28,16,38,43,0,48,8
Yy1,1682,1065,1056,747,1230,729,1412,700
Wars,3050,2622,3440,1086,3095,3573,2660,1462
Wdr25,100,134,127,9,68,105,197,147
Meg3,130,32,40,89,285,91,245,74
Rtl1,7,22,38,19,189,83,131,44
Rian,1,0,2,53,52,16,28,2
Mirg,1,0,0,2,5,1,9,11
Dio3os,0,0,0,1,0,49,6,5
Dio3,72,1,3,0,1,43,1,12
Ppp2r5c,1082,910,911,1101,1644,858,1085,983
B930059L03Rik,74,157,26,237,233,63,60,59
Dync1h1,5193,3704,3370,2227,3508,2856,3565,3100
1700001K19Rik,33,6,5,0,24,14,6,2
Hsp90aa1,50144,34574,50960,8954,41038,46312,52944,34324
Wdr20,135,119,151,110,124,280,133,103
Mok,212,85,174,173,90,223,153,77
Zfp839,66,54,51,0,85,64,115,128
Cinp,961,431,791,276,949,1385,1165,707
Tecpr2,146,91,104,126,108,97,162,101
Ankrd9,340,379,394,179,566,683,384,283
6030440G07Rik,2,10,0,1,8,0,9,4
Rcor1,1642,1267,1230,1794,1857,1624,1474,1112
4930595D18Rik,0,3,9,25,0,0,1,3
Traf3,109,119,147,258,46,117,433,148
Amn,4,11,23,36,52,49,129,26
Cdc42bpb,906,503,478,341,763,454,620,456
Tnfaip2,87,0,13,0,0,1,0,1
Eif5,23709,19337,30978,6137,21614,30325,24946,18609
Mark3,3993,2442,2497,1381,2281,2090,1922,1819
Ckb,19136,16478,19316,2543,16803,17127,14798,9972
Trmt61a,227,222,221,71,143,135,89,61
Bag5,1742,1324,1739,824,1045,2092,1596,893
Apopt1,440,248,348,267,278,409,280,231
Klc1,821,474,631,337,612,610,636,341
Xrcc3,1,18,33,0,14,56,64,73
Zfyve21,312,198,371,627,1335,637,485,373
Ppp1r13b,404,366,320,188,381,369,322,122
5033406O09Rik,50,40,48,73,106,107,100,79
2010107E04Rik,17689,12366,11507,15232,18200,18695,13424,11740
Tdrd9,42,14,12,32,89,69,28,11
Aspg,195,173,145,98,65,67,89,1
Kif26a,26,0,0,12,2,11,0,0
Inf2,1073,917,1020,489,785,1254,794,851
Adssl1,18,65,99,0,175,1,4,22
Siva1,1381,1099,1380,2090,2491,2320,2014,1320
Akt1,928,932,1030,360,527,1265,696,722
Zbtb42,36,37,41,1,42,152,17,28
Cep170b,1722,943,809,324,1167,791,1050,505
BC022687,19,38,10,24,43,47,19,15
Cdca4,908,588,914,496,1050,1209,831,733
Jag2,206,230,125,76,128,128,143,23
Nudt14,384,201,281,69,417,621,196,168
Brf1,366,410,498,186,881,354,552,478
Btbd6,225,237,259,28,205,259,188,129
Pacs2,257,146,138,444,373,273,285,137
Crip1,12370,8278,10591,3963,8460,13795,7269,7494
4930427A07Rik,205,421,438,141,431,550,356,223
Zfp386,371,201,199,189,286,514,651,307
Wdr60,93,95,96,187,138,132,150,139
Esyt2,964,497,473,727,581,525,542,528
D430020J02Rik,77,51,31,113,86,155,241,59
Ncapg2,813,286,334,415,603,397,906,413
Ptprn2,0,0,0,0,0,4,0,0
Gm5441,15,0,10,0,0,0,0,0
Rapgef5,115,51,71,54,8,22,23,34
Cdca7l,7,0,2,0,0,30,0,1
Dnah11,1,0,6,70,99,7,6,33
Sp4,11,47,57,80,133,72,40,51
2810429I04Rik,162,94,114,89,168,65,125,67
Gdi2,4570,3049,4066,3014,4042,4498,3556,2532
Fam208b,568,445,551,1219,744,413,775,343
Asb13,987,496,1454,126,539,1293,1218,411
Net1,609,444,501,970,455,605,575,508
Akr1c13,0,11,12,0,23,21,13,42
Akr1c21,493,494,369,1,2,137,86,38
Akr1e1,378,261,372,64,166,304,92,250
1700016G22Rik,23,0,0,0,0,0,0,0
Klf6,1248,563,739,524,1226,1316,842,1090
Pitrm1,1314,1407,1988,1187,2502,1822,1432,1162
Pfkp,319,288,148,226,242,182,205,235
Adarb2,18,0,4,3,2,2,0,0
Wdr37,61,141,131,197,206,150,103,101
Gtpbp4,3313,2214,2553,1550,2389,2520,2763,1641
Larp4b,5291,4478,3868,7625,4657,2799,4485,3477
Dip2c,141,145,54,75,143,136,200,92
Zmynd11,34,10,84,14,48,39,27,19
Zp4-ps,28,1,0,0,2,0,0,0
Ryr2,51,22,45,1,73,57,7,9
Gm10336,0,0,0,0,0,0,0,0
Mtr,401,241,409,488,548,279,363,172
Actn2,1990,1740,2143,207,1292,601,1116,375
Heatr1,903,764,617,1243,560,593,701,433
Lgals8,393,470,710,413,1149,524,934,960
Edaradd,49,13,37,34,107,71,24,116
Ero1lb,25,20,27,9,53,40,19,2
Gpr137b-ps,272,366,475,412,723,454,461,362
Gpr137b,522,612,680,926,1697,703,807,856
Nid1,3769,2895,1421,1636,1110,1302,790,496
Lyst,58,65,98,244,79,112,130,85
B3galnt2,116,85,126,239,137,72,72,46
Tbce,112,99,222,231,367,249,227,209
Ggps1,305,285,305,372,544,393,397,262
Arid4b,504,307,783,688,632,401,544,379
Mrpl32,2020,892,1201,878,1550,1986,1266,1033
Psma2,5847,3922,7029,5114,11513,16124,9898,6656
AW209491,54,103,114,103,174,234,131,194
Sugct,8,0,0,0,0,15,4,9
Mplkip,476,389,355,394,981,546,569,612
Cdk13,578,383,274,1261,337,209,364,247
Rala,3927,2728,3882,1028,3475,4837,3525,2503
Yae1d1,212,175,260,206,226,358,236,129
Pou6f2,0,0,19,0,0,4,0,0
Vps41,2217,1327,1282,1922,2085,2124,1566,1635
Amph,74,22,212,174,31,175,9,151
Stard3nl,1408,915,1806,1046,2119,3115,1418,1703
Elmo1,167,117,6,0,15,17,1,0
Aoah,92,36,18,0,1,33,6,11
Trim27,2980,2168,2378,806,2251,1976,2592,1355
Gpx5,23,0,37,11,229,80,27,1
Zscan12,278,158,130,41,233,279,145,100
Zkscan3,225,216,213,268,199,183,205,288
Zscan26,576,242,244,98,229,269,174,85
Nkapl,38,80,65,0,67,47,19,29
Zfp389,37,47,2,0,0,0,27,0
Zkscan8,93,44,58,150,75,87,154,59
Hist1h2ai,65,57,96,37,62,72,43,18
Hist1h2bm,8,39,29,3,33,26,12,5
Hist1h2ak,47,49,61,31,55,43,50,14
Hist1h1b,2327,1524,3576,1539,2849,3074,3271,1736
Hist1h2an,32,26,28,12,15,24,19,4
Zfp184,56,15,92,59,41,76,141,36
Prss16,116,228,218,84,34,355,142,257
Hist1h2bk,39,35,33,47,102,27,22,20
Hist1h2bj,49,89,69,20,109,76,44,32
Hist1h2be,7,2,6,21,20,11,13,24
Hist1h1e,913,719,898,651,1168,1014,1104,593
Hist1h2ac,1932,1732,3518,868,2292,3442,3134,1870
Hist1h2bc,172,47,112,292,386,610,430,487
Hfe,22,0,0,0,9,0,1,75
Hist1h1c,424,298,401,268,313,290,291,219
Hist1h3c,57,95,64,19,102,14,1,5
Hist1h2bb,34,63,22,21,54,31,15,11
Hist1h2ab,182,139,322,202,290,296,239,227
Hist1h3b,15,7,30,11,13,19,9,10
Hist1h4b,35,54,50,31,48,13,8,2
Hist1h3a,58,35,42,11,70,47,16,12
Hist1h1a,435,241,367,388,389,255,265,199
Trim38,112,134,310,62,361,376,189,179
Hist1h2aa,8,16,12,5,8,42,23,4
Lrrc16a,505,344,503,514,468,375,407,458
Fam65b,13,1,0,0,12,2,0,0
Gmnn,5462,3825,4758,3960,7475,6841,7656,4392
BC005537,548,346,415,714,828,532,722,422
Acot13,811,564,630,512,575,459,495,458
Tdp2,635,517,682,804,636,842,733,630
D130043K22Rik,0,2,24,0,43,4,17,0
4932702P03Rik,0,0,0,0,0,0,0,0
Aldh5a1,63,39,18,0,1,0,6,7
Gpld1,29,2,8,2,3,0,25,4
Mrs2,588,527,656,218,567,813,598,459
Dcdc2a,25,3,33,0,0,0,0,13
Prl3d1,0,0,0,0,0,0,0,0
2610307P16Rik,0,0,19,0,0,0,0,0
A330102I10Rik,0,0,0,0,0,0,0,9
Cdkal1,892,566,476,1134,344,575,397,348
E2f3,502,166,334,355,245,161,177,112
Mboat1,80,108,116,116,59,9,76,77
Agtr1a,16,43,31,3,0,14,5,4
Uqcrfs1,5584,4150,6364,3203,6384,8339,5485,4390
Exoc2,446,369,330,559,635,526,344,187
Foxq1,114,3,27,1,0,392,45,0
Foxc1,119,169,96,110,7,87,17,16
Gmds,139,47,148,74,263,237,154,218
Serpinb1a,378,250,198,110,138,309,130,148
Serpinb6b,195,126,243,332,428,134,214,272
Serpinb6c,3035,2921,3389,957,2576,4703,1549,2167
Serpinb6a,7172,5646,6899,2552,8424,8632,5471,5252
1110046J04Rik,0,7,2,0,0,0,0,0
Nqo2,538,424,538,673,715,504,321,426
Ripk1,330,167,269,247,254,211,175,111
Bphl,66,42,46,6,140,127,61,40
Tubb2a,79,42,113,86,25,66,158,23
Psmg4,2780,1576,2168,1681,1857,2413,1475,1058
Slc22a23,1030,605,690,960,1231,661,456,744
Pxdc1,28,29,18,0,0,25,0,6
Prpf4b,3733,1989,1943,2258,2294,2193,2030,2041
Fam217a,38,13,15,85,61,52,49,3
4933417A18Rik,0,0,0,0,12,0,2,2
Eci3,38,41,47,27,26,79,50,47
Eci2,441,477,754,424,419,669,499,294
Cdyl,132,93,77,79,80,78,95,54
Rpp40,1324,967,1573,681,1653,1919,1324,1070
Ppp1r3g,0,0,0,0,49,7,0,0
Lyrm4,1173,950,849,1559,1104,1191,982,892
Fars2,513,283,528,363,377,462,375,415
Ly86,3,0,10,0,0,1,0,0
Rreb1,1781,1922,1640,2372,1836,1267,1626,1140
Ssr1,2424,1279,1566,1485,1775,2922,2014,1542
Cage1,7,10,2,18,27,20,11,7
Riok1,724,599,762,547,794,687,799,516
Dsp,1589,642,948,614,1479,934,1131,1035
Snrnp48,1647,842,1033,3454,1790,929,1141,1153
Eef1e1,4549,4233,6676,1857,5149,10707,5075,4544
Slc35b3,132,15,89,13,49,40,45,38
Tfap2a,1193,780,763,690,242,719,496,555
Gm26688,213,207,159,213,115,211,194,136
Gcnt2,971,532,448,424,159,326,138,301
Pak1ip1,2586,1465,1845,1441,2795,2455,1970,1393
Tmem14c,639,524,529,370,1073,1270,402,523
Mak,0,0,0,0,0,9,1,40
Smim13,314,366,324,449,413,341,489,303
Nedd9,156,4,7,1,0,30,2,0
Tmem170b,20,24,44,49,60,54,26,35
Adtrp,240,173,170,451,293,421,460,195
Hivep1,608,666,634,554,635,599,717,443
Phactr1,10,24,40,1,1,23,40,6
Tbc1d7,445,246,380,277,313,436,404,373
Gfod1,2,0,3,1,0,11,18,9
Sirt5,85,76,56,57,372,312,188,34
Nol7,6899,5232,6580,2969,4699,6042,5127,3351
Ranbp9,252,217,294,705,456,365,365,251
Mcur1,1055,1121,1776,1809,1859,1848,1945,1307
Rnf182,0,0,3,22,0,0,0,0
Jarid2,8522,5992,6892,8317,7093,5679,6038,6341
Dtnbp1,233,327,189,196,231,223,211,81
Mylip,40,82,62,69,170,44,64,112
Gmpr,22,22,61,17,139,13,52,13
Atxn1,61,111,78,287,173,75,106,59
Fam8a1,784,542,454,774,459,371,381,430
Nup153,733,818,786,1490,943,547,1097,554
Kif13a,239,149,119,364,351,295,245,245
Tpmt,241,306,309,114,429,419,254,258
Kdm1b,92,119,47,6,127,99,128,55
Dek,3903,2390,3207,1184,2344,2282,2617,1402
Rnf144b,87,29,35,0,26,59,2,57
Ptpdc1,0,0,0,0,6,0,0,4
Phf2,113,78,44,93,36,38,133,39
Fam120a,747,653,573,1238,996,488,619,448
Fam120aos,101,35,25,314,151,31,62,42
Wnk2,2953,3241,1765,1315,3070,1998,1223,2390
Ninj1,539,546,464,82,1106,1733,753,182
Card19,203,129,119,3,145,425,225,107
Susd3,46,13,67,0,44,93,87,0
Fgd3,227,142,92,2,17,75,36,137
Bicd2,243,191,128,35,120,63,200,57
Ippk,386,317,364,589,378,390,254,386
Cenpp,427,294,366,430,623,534,252,419
Ecm2,15,4,12,16,20,4,14,4
Aspn,2,13,12,157,9,6,3,10
Omd,45,31,54,412,60,61,90,83
Ogn,24,12,19,138,21,4,16,42
Nol8,1095,721,920,319,607,726,668,542
Iars,2145,1962,1980,1098,2286,1839,1518,1738
Fbxw17,50,36,71,2,0,99,2,0
9430083A17Rik,44,33,4,185,148,31,43,2
Spin1,873,557,641,860,1029,884,655,610
Shc3,107,144,243,2,51,68,73,14
Cks2,1449,908,1294,1044,1321,1431,1214,831
Secisbp2,899,517,628,353,1135,1321,753,660
Sema4d,196,137,175,62,332,128,160,83
Gadd45g,216,136,324,3,194,529,209,209
Diras2,0,0,2,0,0,33,2,0
Syk,67,0,0,0,0,0,0,0
Auh,529,528,601,459,936,787,608,339
Nfil3,251,806,274,3,127,481,58,95
Ror2,5,0,0,0,0,0,1,0
Sptlc1,1506,1184,1001,852,1381,1340,1198,1109
Msx2,70,90,145,1,45,157,91,127
Sfxn1,1921,1336,1240,873,1064,1881,949,754
Cplx2,0,0,0,0,4,1,0,0
Thoc3,1532,1374,1841,673,1834,2253,2281,1302
Simc1,247,101,158,572,92,187,182,72
4833439L19Rik,1340,660,1054,522,1353,1897,1486,1104
Arl10,261,46,150,111,191,267,64,55
Nop16,1728,1221,2163,469,2587,3477,2428,1974
Higd2a,2305,1316,1342,1569,3807,2976,2396,2310
Cltb,509,317,585,105,353,932,517,379
Faf2,1299,840,909,549,951,1194,1091,806
Rnf44,1940,1204,1366,1336,1568,1461,1733,1139
Cdhr2,0,1,0,0,0,14,25,0
Tspan17,39,141,277,146,182,327,187,129
Uimc1,231,178,184,484,224,237,78,132
Zfp346,182,77,174,271,220,189,130,214
Fgfr4,99,144,106,3,62,73,100,107
Nsd1,2836,2048,2307,2804,3002,1559,1617,1636
Rab24,2350,1597,2618,1123,3998,3584,2594,2976
Prelid1,5425,4884,6645,958,7053,10227,6370,4404
Mxd3,91,77,70,2,104,168,180,141
Lman2,2187,1207,1676,1158,2411,2705,1987,1496
F12,1,0,0,0,0,0,0,0
Grk6,1160,645,696,499,1125,1045,963,929
Pdlim7,1368,1359,1068,361,1075,750,560,834
Ddx41,1045,824,914,468,1407,1345,1315,814
Fam193b,299,473,390,235,578,218,530,215
Tmed9,840,369,442,296,373,405,510,291
B4galt7,156,106,16,172,90,148,100,153
Caml,694,723,921,417,1049,1103,1107,964
Ddx46,3278,2885,2498,1777,1959,2198,3105,1640
B230219D22Rik,540,461,330,470,852,477,592,471
Txndc15,453,247,467,563,377,745,503,435
Pcbd2,1538,1492,1160,685,3084,2762,2655,2263
Catsper3,0,1,0,84,0,0,0,6
H2afy,5068,5596,4637,5893,4715,4647,5054,4360
Tifab,34,18,17,68,44,30,54,72
Cxcl14,2,12,13,0,19,103,0,0
Gm10782,16,14,1,0,2,0,0,0
Slc25a48,149,26,52,6,95,105,83,14
Fbxl21,26,71,62,177,5,37,50,17
Lect2,2,0,8,0,0,0,0,7
Smad5,476,202,347,266,215,302,241,155
Klhl3,0,5,0,74,29,2,35,22
Hnrnpa0,574,453,405,717,500,350,346,288
Idnk,524,636,708,161,749,1473,705,307
Ubqln1,3154,2548,2983,1606,2675,3423,3207,2264
Gkap1,331,347,384,363,295,428,218,266
Kif27,0,0,0,6,52,6,9,45
2210016F16Rik,4168,3869,4747,1314,4717,5901,3164,3415
Hnrnpk,2298,1614,2282,2028,2330,2735,2262,1446
Rmi1,31,55,50,307,69,62,61,103
Slc28a3,857,543,252,688,853,445,240,305
4930455J16Rik,0,0,0,0,0,0,0,0
Ntrk2,33,12,17,59,38,24,14,43
Agtpbp1,116,114,150,43,35,78,83,37
Naa35,1203,803,910,1097,949,871,956,812
Golm1,4383,2867,2432,1207,2188,2322,1929,1583
Isca1,246,132,211,115,286,480,211,209
Etohd2,71,7,33,46,27,30,68,69
Zcchc6,339,289,290,234,128,252,290,265
Dapk1,527,389,403,31,306,373,246,584
